Game Title,Developer,Type,Price
Uncharted: The Lost Legacy,Naughty Dog, multiplayer,"80,99 €"
Tom Clancy's Rainbow Six 3: Black Arrow,Ubisoft Montreal, multiplayer,"79,99 €"
Griftlands,Klei Entertainment, singleplayer,"77,99 €"
ZEN Pinball 2: Aliens Vs. Pinball,Zen Studios, ,"61,99 €"
Bit.Trip Complete,Gaijin Games, ,"81,99 €"
Classic NES Series: Super Mario Bros.,Nintendo, multiplayer,"85,99 €"
Age of Mythology: The Titans,Ensemble Studios, multiplayer,"88,99 €"
SimCity 4,Maxis, singleplayer,"87,99 €"
Sega Soccer Slam,Black Box, multiplayer,"77,99 €"
Spider-Man: Mysterio's Menace,Vicarious Visions, ,"78,99 €"
Super Mario Advance,Nintendo, ,"73,99 €"
Microsoft Train Simulator,Kuju Entertainment, singleplayer,"76,99 €"
San Francisco Rush 2049,Midway, ,"86,99 €"
WipeOut 64,Psygnosis, multiplayer,"75,99 €"
Dead or Alive,Team Ninja, multiplayer,"85,99 €"
Magic: The Gathering Arena,Magic Digital Studio, multiplayer,"31,99 €"
Lair of the Clockwork God,Size Five Games, singleplayer,"74,99 €"
"Snipperclips Plus: Cut It Out, Together!",SFB Games, singleplayer,"81,99 €"
Tails Of Iron,United Label, ,"84,99 €"
Hatsune Miku: Project Diva Future Tone - Colorful Tone,Sega, ,"77,99 €"
Hatsune Miku: Project Diva Future Tone - Future Sound,Sega, ,"75,99 €"
Dark Void Zero,Other Ocean Interactive, singleplayer,"72,99 €"
Etrian Odyssey IV: Legends of the Titan,Atlus, singleplayer,"83,99 €"
Black Mesa,Black Mesa Modification Team, multiplayer,"89,99 €"
Rise of Nations: Rise of Legends,Big Huge Games, multiplayer,"84,99 €"
FRU,Through Games, ,"69,99 €"
FTL: Faster Than Light,Subset Games, singleplayer,"84,99 €"
Dragon Quest V: Hand of the Heavenly Bride,ArtePiazza, singleplayer,"86,99 €"
Xenoblade Chronicles X,Monolith Soft, multiplayer,"91,99 €"
Ace Combat 5: The Unsung War,Namco, singleplayer,"89,99 €"
Guacamelee! 2,DrinkBox Studios, multiplayer,"75,99 €"
Resogun,Housemarque, ,"77,99 €"
DEFCON: Everybody Dies,Introversion, multiplayer,"83,99 €"
Tom Clancy's The Division 2,Massive Entertainment, multiplayer,"46,99 €"
Pinball FX 2: Marvel Pinball - Vengeance and Virtue,Zen Studios, ,"84,99 €"
NASCAR: Dirt to Daytona,Monster Games Inc., multiplayer,"88,99 €"
Puyo Pop,Sonic Team, ,"72,99 €"
Rayman Advance,Digital Eclipse, ,"78,99 €"
Saints Row: The Third,Volition Inc., singleplayer,"77,99 €"
Gran Turismo 5,Polyphony Digital, multiplayer,"78,99 €"
Tron 2.0,Monolith Productions, singleplayer,"83,99 €"
NieR: Automata,PlatinumGames, singleplayer,"86,99 €"
Marvel's Spider-Man: Miles Morales,Insomniac Games, singleplayer,"76,99 €"
Pokemon Ultra Moon,Game Freak, multiplayer,"76,99 €"
The Darkside Detective: A Fumble in the Dark,Spooky Doorway, singleplayer,"79,99 €"
Danmaku Unlimited 3,Doragon Entertainment, singleplayer,"81,99 €"
Nioh: Complete Edition,Team Ninja, multiplayer,"70,99 €"
Half-Minute Hero,Opus, multiplayer,"79,99 €"
Madden NFL 11,EA Tiburon, multiplayer,"58,99 €"
Age of Empires II: Definitive Edition,Ensemble Studios, multiplayer,"88,99 €"
Sega Ages: Fantasy Zone,Rutubo Games, singleplayer,"79,99 €"
Mutant Mudds Deluxe,Renegade Kid, ,"73,99 €"
The Lord of the Rings: The Battle for Middle-Earth II,EA LA, multiplayer,"78,99 €"
Classic NES Series: The Legend of Zelda,Nintendo, singleplayer,"85,99 €"
Battlefield Vietnam,Digital Illusions, multiplayer,"75,99 €"
Medieval: Total War - Viking Invasion,Creative Assembly, multiplayer,"83,99 €"
NBA 2K3,Visual Concepts, multiplayer,"63,99 €"
Dance Dance Revolution Konamix,Konami, multiplayer,"87,99 €"
Street Fighter III: 3rd Strike,Capcom, ,"87,99 €"
Tom Clancy's Ghost Recon 2 Summit Strike,Red Storm Entertainment, multiplayer,"70,99 €"
Baba Is You,Hempuli Oy, singleplayer,"80,99 €"
Guild Wars Nightfall,ArenaNet, multiplayer,"85,99 €"
Lara Croft GO,Square Enix, ,"58,99 €"
Disgaea 2: Cursed Memories,Nippon Ichi Software, singleplayer,"70,99 €"
Minecraft: PlayStation Vita Edition,4J Studios, multiplayer,"74,99 €"
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Gaijin Games, ,"78,99 €"
The Binding of Isaac,Edmund McMillen, singleplayer,"83,99 €"
Warhawk,Incognito Inc., multiplayer,"83,99 €"
Valkyrie Profile 2: Silmeria,Tri-Ace, singleplayer,"89,99 €"
New Super Mario Bros. U,Nintendo, singleplayer,"80,99 €"
PixelJunk Monsters: Ultimate HD,Double Eleven, ,"76,99 €"
Rift,Trion Worlds, multiplayer,"73,99 €"
Zero Escape: Virtue's Last Reward,ChunSoft, singleplayer,"88,99 €"
Project CARS 2,Slightly Mad Studios, multiplayer,"72,99 €"
Child of Eden,Q Entertainment, ,"79,99 €"
Shift 2: Unleashed,Slightly Mad Studios, ,"61,99 €"
Sid Meier's Civilization IV: Warlords,Firaxis Games, singleplayer,"81,99 €"
The Blackwell Epiphany,Wadjet Eye Games, ,"77,99 €"
The Lord of the Rings Online: Siege of Mirkwood,Turbine Inc., ,"70,99 €"
One Finger Death Punch 2,Silver Dollar Games, singleplayer,"81,99 €"
Retro City Rampage DX,Vblank Entertainment Inc., ,"75,99 €"
Out of the Park Baseball 10,Out Of The Park Developments, ,"76,99 €"
Bangai-O Spirits,Treasure, multiplayer,"78,99 €"
The Forest,SKS Games, multiplayer,"73,99 €"
Tekken Tag Tournament 2: Wii U Edition,Namco Bandai Games, multiplayer,"80,99 €"
Call of Duty: Modern Warfare Remastered,Infinity Ward, multiplayer,"71,99 €"
MLB The Show 20,SCEA San Diego Studios, multiplayer,"65,99 €"
Hearts of Iron II,Paradox Development Studio, multiplayer,"83,99 €"
Ring Fit Adventure,Nintendo, singleplayer,"86,99 €"
Sackboy: A Big Adventure,Sumo Digital, multiplayer,"83,99 €"
ZEN Pinball 2: Portal Pinball,Zen Studios, ,"49,99 €"
Star Wars Pinball,Zen Studios, ,"71,99 €"
Crush,Zoe Mode, singleplayer,"82,99 €"
Total War: WARHAMMER II - Curse of the Vampire Coast,Creative Assembly, ,"74,99 €"
Riven: The Sequel to Myst,Cyan Worlds, singleplayer,"88,99 €"
Guardian Heroes,Treasure, ,"81,99 €"
Outer Wilds: Echoes of the Eye,"Mobius Digital, LLC", singleplayer,"86,99 €"
Duck Game,Landon Podbielski, singleplayer,"80,99 €"
Icewind Dale II,Black Isle Studios, ,"83,99 €"
Age of Empires,Ensemble Studios, multiplayer,"87,99 €"
EverQuest II: Echoes of Faydwer,Sony Online Entertainment, multiplayer,"86,99 €"
Pocket Card Jockey,Game Freak, ,"81,99 €"
Bleach: The Blade of Fate,Treasure, multiplayer,"74,99 €"
Lumines: Electronic Symphony,Q Entertainment, ,"79,99 €"
Splatoon 2,Nintendo, multiplayer,"84,99 €"
Crackdown,Realtime Worlds, multiplayer,"79,99 €"
Observer: System Redux,Bloober Team, singleplayer,"76,99 €"
EverQuest II,Sony Online Entertainment, multiplayer,"73,99 €"
Yakuza 6: The Song of Life,Ryu ga Gotoku Studios, singleplayer,"84,99 €"
Fable: The Lost Chapters,Lionhead Studios, singleplayer,"86,99 €"
MLB 06: The Show,SCEA San Diego Studios, multiplayer,"86,99 €"
Card Hunter (2013),Blue Manchu, ,"77,99 €"
Madden NFL 17,EA Sports, multiplayer,"53,99 €"
Picross DS,Jupiter Corporation, multiplayer,"80,99 €"
Knights and Bikes,Foam Sword Games, singleplayer,"83,99 €"
Steins;Gate,Nitro+, singleplayer,"87,99 €"
Clubhouse Games,Agenda, multiplayer,"78,99 €"
Super Puzzle Fighter II,Atomic Planet Entertainment, multiplayer,"83,99 €"
Tom Clancy's Rainbow Six 3: Raven Shield,Ubisoft Montreal, multiplayer,"87,99 €"
Xenosaga Episode I: Der Wille zur Macht,Monolith Soft, singleplayer,"84,99 €"
World of Outlaws: Sprint Cars,Ratbag, multiplayer,"72,99 €"
Combat Flight Simulator 2: WWII Pacific Theater,Microsoft Game Studios, multiplayer,"70,99 €"
Resistance 3,Insomniac Games, multiplayer,"78,99 €"
Orcs Must Die! 2,Robot Entertainment, ,"79,99 €"
BYE-BYE BOXBOY!,HAL Labs, ,"79,99 €"
Picross 3D,HAL Labs, singleplayer,"81,99 €"
Gunstar Super Heroes,Treasure, singleplayer,"78,99 €"
Stretchmo,Intelligent Systems, ,"80,99 €"
Trials of Fire,Whatboy Games, singleplayer,"70,99 €"
The Swapper,Facepalm Games, ,"76,99 €"
Mighty Flip Champs!,WayForward, singleplayer,"77,99 €"
Persona 2: Eternal Punishment,Atlus Co., singleplayer,"45,99 €"
Prey (2006),Human Head Studios, multiplayer,"78,99 €"
Tales of Monkey Island Chapter 5: Rise of the Pirate God,Telltale Games, singleplayer,"77,99 €"
Crisis Core: Final Fantasy VII,Square Enix, singleplayer,"86,99 €"
Starseed Pilgrim,Droqen, singleplayer,"62,99 €"
Age of Conan: Rise of the Godslayer,Funcom, ,"76,99 €"
OlliOlli: Switch Stance,Gambitious, singleplayer,"78,99 €"
Titanfall,Bluepoint Games, multiplayer,"61,99 €"
Monaco: What's Yours Is Mine,Pocketwatch Games, multiplayer,"77,99 €"
Castle Crashers Remastered,The Behemoth, ,"80,99 €"
Pac-Man Championship Edition,Namco Bandai Games, singleplayer,"85,99 €"
Mutant Mudds: Super Challenge,Renegade Kid, ,"69,99 €"
Rogue Galaxy,Level 5, singleplayer,"79,99 €"
inFamous 2,Sucker Punch, singleplayer,"86,99 €"
Nintendogs: Chihuahua & Friends,Nintendo, singleplayer,"80,99 €"
No Man's Sky Beyond,Hello Games, multiplayer,"82,99 €"
Yakuza 5,Ryu ga Gotoku Studios, singleplayer,"86,99 €"
Sunlight,Krillbite Studio, singleplayer,"54,99 €"
UnderMine,Thorium Entertainment, singleplayer,"84,99 €"
WarioWare: Smooth Moves,Intelligent Systems, singleplayer,"75,99 €"
Helldivers,Arrowhead Game Studios, multiplayer,"70,99 €"
Worldwide Soccer Manager 2009,Sports Interactive, multiplayer,"76,99 €"
Valdis Story: Abyssal City,Endless Fluff, ,"77,99 €"
Art Style: PiCTOBiTS,Nintendo, singleplayer,"76,99 €"
Sonic Advance 2,Dimps Corporation, multiplayer,"80,99 €"
Rayman 3,Ubisoft, multiplayer,"74,99 €"
Steel Battalion,Capcom, singleplayer,"85,99 €"
XGIII: Extreme G Racing,Acclaim, multiplayer,"78,99 €"
FIFA 2001,EA Canada, multiplayer,"73,99 €"
Crimson Skies,Zipper Interactive, multiplayer,"77,99 €"
Professor Layton and the Last Specter,Level 5, singleplayer,"83,99 €"
Danganronpa 1-2 Reload,Spike Chunsoft, singleplayer,"84,99 €"
Nintendogs: Lab & Friends,Nintendo, singleplayer,"76,99 €"
Xenoblade Chronicles 2,Monolith Soft, singleplayer,"87,99 €"
World of Warcraft: Shadowlands,Blizzard Entertainment, multiplayer,"40,99 €"
RACE 07: Official WTCC Game,SimBin, multiplayer,"88,99 €"
2010 FIFA World Cup South Africa,Electronic Arts, multiplayer,"83,99 €"
Gravity Rush,SCE Japan Studio, singleplayer,"85,99 €"
Pokemon Omega Ruby,Game Freak, multiplayer,"75,99 €"
Horizon Zero Dawn: The Frozen Wilds,Guerrilla, singleplayer,"79,99 €"
Ninja Gaiden: Dragon Sword,Team Ninja, singleplayer,"78,99 €"
Rhythm Heaven Fever,Nintendo, ,"83,99 €"
Ms. 'Splosion Man,Twisted Pixel Games, singleplayer,"69,99 €"
EverQuest II: Rise of Kunark,Sony Online Entertainment, singleplayer,"76,99 €"
Ninja Gaiden Sigma 2,Team Ninja, multiplayer,"78,99 €"
Dragon Quest Heroes: Rocket Slime,Square Enix, singleplayer,"78,99 €"
Contra 4,WayForward, singleplayer,"80,99 €"
Rhythm Heaven,Nintendo, singleplayer,"83,99 €"
Collection of Mana,M2, singleplayer,"82,99 €"
Path of Exile: The Fall of Oriath,Grinding Gear Games, multiplayer,"73,99 €"
The Legend of Heroes: Trails in the Sky the 3rd,Falcom, singleplayer,"82,99 €"
Dark Age of Camelot: Catacombs,Mythic Entertainment, multiplayer,"70,99 €"
Nintendogs: Dalmatian & Friends,Nintendo, singleplayer,"74,99 €"
Hypnospace Outlaw,Tendershoot, singleplayer,"67,99 €"
Little Nightmares,Tarsier Studios, ,"80,99 €"
Overcooked! 2: Surf 'n' Turf,Ghost Town Games Ltd., ,"84,99 €"
Spore Creature Creator,Maxis, ,"77,99 €"
Final Fantasy V Advance,TOSE, singleplayer,"82,99 €"
All-Star Baseball 2003,Acclaim, multiplayer,"80,99 €"
And Yet It Moves,Broken Rules, singleplayer,"77,99 €"
Tribes: Vengeance,Irrational Games, multiplayer,"78,99 €"
Hitman: Absolution,Io Interactive, singleplayer,"75,99 €"
Kirby Mass Attack,HAL Labs, ,"81,99 €"
Sega Ages: Sonic the Hedgehog 2,Sonic Team, singleplayer,"80,99 €"
Tales From The Borderlands: Episode 3 - Catch A Ride,Telltale Games, singleplayer,"74,99 €"
L.A. Noire: The Complete Edition,Rockstar Leeds, singleplayer,"80,99 €"
Dragon Quest Wars,Intelligent Systems, multiplayer,"56,99 €"
GTR Evolution,SimBin, ,"78,99 €"
Killer Queen Black,Liquid Bit, multiplayer,"83,99 €"
Demeo,Resolution Games, multiplayer,"82,99 €"
Disgaea 2: Dark Hero Days,Nippon Ichi Software, singleplayer,"83,99 €"
Dust: An Elysian Tail,Humble Hearts, singleplayer,"80,99 €"
Battlefield: Bad Company,EA DICE, multiplayer,"77,99 €"
Wipeout Fusion,Studio Liverpool, multiplayer,"85,99 €"
Independence War 2: Edge of Chaos,Particle Systems, singleplayer,"81,99 €"
Final Fantasy Tactics,SquareSoft, singleplayer,"91,99 €"
Ace Combat 2,Namco, singleplayer,"87,99 €"
Superbrothers: Sword & Sworcery EP,Capy Games, singleplayer,"65,99 €"
Sid Meier's Civilization IV: Colonization,Firaxis Games, ,"71,99 €"
Steel Division: Normandy 44,Eugen Systems, multiplayer,"77,99 €"
Hearts of Iron IV,Paradox Development Studio, ,"75,99 €"
Nintendogs: Dachshund & Friends,Nintendo, singleplayer,"79,99 €"
Tales From Off-Peak City Vol. 1,Cosmo D Studios, singleplayer,"81,99 €"
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Omega Force, singleplayer,"85,99 €"
Europa Universalis III,Paradox Development Studio, multiplayer,"84,99 €"
Sonic CD,Sega, ,"77,99 €"
Dyad,Right Square Bracket Left Square Bracket Games, ,"59,99 €"
Antichamber,Demruth, ,"83,99 €"
Neverwinter Nights 2,Obsidian Entertainment, multiplayer,"66,99 €"
Mega Man Powered Up,Capcom, multiplayer,"87,99 €"
Age of Empires IV,Relic, ,"75,99 €"
Shadowverse: Champion's Battle,Cygames, multiplayer,"82,99 €"
Hearthstone: Heroes of Warcraft - Blackrock Mountain,Blizzard Entertainment, ,"58,99 €"
Rome: Total War Barbarian Invasion,Creative Assembly, multiplayer,"84,99 €"
The Pinball Arcade,Farsight Studios, ,"68,99 €"
Gradius V,Treasure, multiplayer,"88,99 €"
Sega Ages: Virtua Racing,Sega AM2, singleplayer,"84,99 €"
I Expect You To Die,Schell Games, ,"76,99 €"
Etrian Odyssey 2 Untold: The Fafnir Knight,Atlus, singleplayer,"80,99 €"
Disgaea DS,Nippon Ichi Software, singleplayer,"80,99 €"
Lunar Knights,Kojima Productions, singleplayer,"78,99 €"
Hacknet,Orann, singleplayer,"79,99 €"
Tales of Monkey Island Chapter 3: Lair of the Leviathan,Telltale Games, singleplayer,"77,99 €"
The Walking Dead: A Telltale Games Series - The Complete First Season,Telltale Games, singleplayer,"85,99 €"
Neverwinter Nights 2: Mask of The Betrayer,Obsidian Entertainment, multiplayer,"85,99 €"
Lost Judgment,SegaSoft, ,"90,99 €"
Sins of a Solar Empire: Rebellion,Ironclad Games, multiplayer,"79,99 €"
Age of Wonders: Shadow Magic,Triumph Studios, multiplayer,"86,99 €"
ATV Offroad Fury 2,Rainbow Studios, multiplayer,"87,99 €"
Mega Man Zero,Inti, singleplayer,"88,99 €"
SOCOM: U.S. Navy SEALs,Zipper Interactive, multiplayer,"80,99 €"
Tom Clancy's Ghost Recon: Desert Siege,Red Storm Entertainment, ,"67,99 €"
Warlords Battlecry II,Strategic Studies Group, ,"78,99 €"
Ring of Red,Konami, singleplayer,"81,99 €"
Football Manager Live,Sports Interactive, ,"30,99 €"
No More Heroes,Engine Software, singleplayer,"87,99 €"
The Talos Principle: Road To Gehenna,Croteam, ,"79,99 €"
Stellaris: Utopia,Paradox Development Studio, ,"78,99 €"
Aquaria,Bit Blot, singleplayer,"82,99 €"
Need for Speed: Underground,Black Box, multiplayer,"83,99 €"
TrackMania Sunrise,Nadeo, multiplayer,"77,99 €"
Ape Escape 2,SCE Japan Studio, singleplayer,"83,99 €"
Viva Pinata: Pocket Paradise,Rare Ltd., multiplayer,"75,99 €"
PixelJunk Shooter 2,Q-Games, ,"77,99 €"
Super Mario 3D All-Stars,Nintendo, singleplayer,"64,99 €"
The Elder Scrolls V: Skyrim - Dragonborn,Bethesda Game Studios, ,"82,99 €"
Galak-Z: The Dimensional,17-Bit, ,"71,99 €"
Sportsfriends,Die Gute Fabrik, ,"63,99 €"
The Ramp,Hyperparadise, singleplayer,"82,99 €"
Sky: Children of the Light,ThatGameCompany, singleplayer,"70,99 €"
Gears 5: Hivebusters,The Coalition, ,"81,99 €"
Batbarian: Testament of the Primordials,Unspeakable Pixels, singleplayer,"87,99 €"
Swords & Soldiers II: Shawarmageddon,Ronimo Games, multiplayer,"80,99 €"
Endless Legend,Amplitude Studios, multiplayer,"80,99 €"
Virtua Fighter 5 Final Showdown,Sega AM2, multiplayer,"62,99 €"
Trauma Team,Atlus, ,"82,99 €"
Henry Hatsworth in the Puzzling Adventure,EA Tiburon, singleplayer,"81,99 €"
SOCOM 3: U.S. Navy SEALs,Zipper Interactive, multiplayer,"88,99 €"
Dance Dance Revolution Ultramix,Konami Computer Entertainment Hawaii, multiplayer,"80,99 €"
Extreme-G,Probe Entertainment Limited, multiplayer,"85,99 €"
Death Stranding,Kojima Productions, singleplayer,"73,99 €"
S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World, multiplayer,"85,99 €"
Far Cry 5,Ubisoft Montreal, multiplayer,"69,99 €"
Okamiden,Capcom, ,"83,99 €"
Space Invaders Extreme 2,Taito Corporation, ,"74,99 €"
Kero Blaster,Studio Pixel, singleplayer,"71,99 €"
"Invisible, Inc. Console Edition",Klei Entertainment, ,"69,99 €"
Castle Crashers,The Behemoth, multiplayer,"88,99 €"
VIDEOBALL,Action Button Entertainment, ,"76,99 €"
Gunman Clive,Horberg Productions, ,"79,99 €"
Vectronom,Ludopium GmbH, singleplayer,"84,99 €"
Slime-san,Fabraz, singleplayer,"83,99 €"
The Sims 4: Eco Lifestyle,Maxis, singleplayer,"33,99 €"
SOLAS 128,Amicable Animal, singleplayer,"82,99 €"
XCOM: Enemy Unknown Plus,Firaxis Games, singleplayer,"82,99 €"
Sega GT 2002,Wow Entertainment, multiplayer,"79,99 €"
Airborne Assault: Red Devils Over Arnhem,Panther Games, multiplayer,"74,99 €"
Tekken Advance,Eighting/Raizing, ,"77,99 €"
Crazy Taxi 2,Hitmaker, ,"83,99 €"
Fallout Tactics: Brotherhood of Steel,14 Degrees East, ,"77,99 €"
Ogre Battle 64,Quest, singleplayer,"89,99 €"
Sonic Rush,Dimps Corporation, singleplayer,"81,99 €"
Need for Speed: Underground 2,EA Canada, singleplayer,"86,99 €"
Art of Balance Touch!,Shin'en, ,"74,99 €"
NHL Eastside Hockey Manager 2005,Sports Interactive, singleplayer,"66,99 €"
Legend of Grimrock,Almost Human, singleplayer,"81,99 €"
Borderlands Legendary Collection,Gearbox Publishing, multiplayer,"84,99 €"
Dominions 3: The Awakening,Illwinter Design Group, singleplayer,"77,99 €"
NyxQuest: Kindred Spirits,Over the Top Games, multiplayer,"82,99 €"
Prince of Persia Classic,Gameloft, singleplayer,"71,99 €"
Star Fox Adventures,Rare Ltd., singleplayer,"79,99 €"
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,Telltale Games, singleplayer,"79,99 €"
Mario Kart Wii,Nintendo, multiplayer,"84,99 €"
College Hoops 2K8,Visual Concepts, multiplayer,"59,99 €"
EA SPORTS UFC 4,Electronic Arts, multiplayer,"22,99 €"
Desktop Dungeons,QCF Design, ,"76,99 €"
Crusader Kings II,Paradox Development Studio, multiplayer,"87,99 €"
Olympia Soiree,Otomate, singleplayer,"82,99 €"
Tainted Grail: Conquest,Awaken Realms Digital, singleplayer,"75,99 €"
Art Academy: Home Studio,Headstrong Games, ,"79,99 €"
Europa 1400: The Guild,4Head Studios, multiplayer,"83,99 €"
Battle Realms,Liquid Entertainment, multiplayer,"85,99 €"
Warlords Battlecry,Strategic Studies Group, multiplayer,"77,99 €"
Shin Megami Tensei: Digital Devil Saga 2,Atlus Co., singleplayer,"37,99 €"
Paradise Killer,Kaizen Game Works, singleplayer,"77,99 €"
Sam & Max Episode 201: Ice Station Santa,Telltale Games, singleplayer,"82,99 €"
Halo: Combat Evolved Anniversary,343 Industries, multiplayer,"82,99 €"
N+,Metanet Software Inc., multiplayer,"75,99 €"
Major League Baseball 2K5,Kush Games, multiplayer,"74,99 €"
Brothers in Arms: Road to Hill 30,Gearbox Software, multiplayer,"75,99 €"
